"License","https://developers.pioupiou.fr/data-licensing"
"Attribution","(c) contributors of the OpenWindMap wind network <https://www.openwindmap.org>"
"time","latitude","longitude","wind_speed_min","wind_speed_avg","wind_speed_max","wind_heading","pressure"
"2026-05-23T15:05:26.000Z",45.701872,5.883524,3.25,5,6.25,0,""
"2026-05-23T15:10:29.000Z",45.701872,5.883524,3.75,5.5,7.25,337.5,""
"2026-05-23T15:15:29.000Z",45.701872,5.883524,2,3,4,337.5,""
"2026-05-23T15:20:32.000Z",45.701872,5.883524,2.75,4,5.5,315,""
"2026-05-23T15:25:32.000Z",45.701872,5.883524,3.25,5.25,7.75,292.5,""
"2026-05-23T15:30:35.000Z",45.701872,5.883524,3,5.25,8,292.5,""
"2026-05-23T15:35:35.000Z",45.701872,5.883524,0,1.75,4,292.5,""
"2026-05-23T15:40:38.000Z",45.701872,5.883524,1.5,3,4.5,292.5,""
"2026-05-23T15:45:38.000Z",45.701872,5.883524,2,3.5,5,270,""
"2026-05-23T15:50:41.000Z",45.701872,5.883524,3,3.5,4.75,247.5,""
"2026-05-23T15:55:41.000Z",45.701872,5.883524,4.5,5.5,6.75,292.5,""
"2026-05-23T16:00:44.000Z",45.701872,5.883524,5.25,5.75,7,292.5,""
"2026-05-23T16:05:44.000Z",45.701872,5.883524,7,8,9,292.5,""
"2026-05-23T16:10:47.000Z",45.701872,5.883524,4.5,5.75,8.25,292.5,""
"2026-05-23T16:15:47.000Z",45.701872,5.883524,4.75,5.75,6.75,315,""
"2026-05-23T16:20:50.000Z",45.701872,5.883524,4.5,6.5,9.5,292.5,""
"2026-05-23T16:25:50.000Z",45.701872,5.883524,3,6.25,8.25,292.5,""
"2026-05-23T16:30:54.000Z",45.701872,5.883524,0.75,3.25,7,337.5,""
"2026-05-23T16:35:54.000Z",45.701872,5.883524,1.75,3.5,4.75,0,""
"2026-05-23T16:40:57.000Z",45.701872,5.883524,3,5.5,7.25,0,""
"2026-05-23T16:45:57.000Z",45.701872,5.883524,2,4,6.25,0,""
"2026-05-23T16:50:59.000Z",45.701872,5.883524,0,2,4,0,""
"2026-05-23T16:55:59.000Z",45.701872,5.883524,1.5,8.25,19,292.5,""
"2026-05-23T17:01:02.000Z",45.701872,5.883524,13,18.5,25,270,""
"2026-05-23T17:06:02.000Z",45.701872,5.883524,12.5,17.5,22.5,270,""
"2026-05-23T17:11:05.000Z",45.701872,5.883524,11,19.5,24.5,270,""
"2026-05-23T17:16:05.000Z",45.701872,5.883524,12,19.5,25,270,""
"2026-05-23T17:21:08.000Z",45.701872,5.883524,14,19,23,270,""
"2026-05-23T17:26:08.000Z",45.701872,5.883524,15.5,19,24,270,""
"2026-05-23T17:31:12.000Z",45.701872,5.883524,14,19.5,23.5,270,""
"2026-05-23T17:36:12.000Z",45.701872,5.883524,14,19,25,270,""
"2026-05-23T17:41:14.000Z",45.701872,5.883524,3.5,10,15,292.5,""
"2026-05-23T17:46:14.000Z",45.701872,5.883524,3.25,6.75,12,315,""
"2026-05-23T17:51:17.000Z",45.701872,5.883524,2.25,3.75,5.75,315,""
"2026-05-23T17:56:17.000Z",45.701872,5.883524,3.25,6,8.75,315,""
"2026-05-23T18:01:21.000Z",45.701872,5.883524,1,3.75,5.25,337.5,""
"2026-05-23T18:06:21.000Z",45.701872,5.883524,0,1.75,3.25,337.5,""
"2026-05-23T18:11:23.000Z",45.701872,5.883524,0,1.5,2.5,0,""
"2026-05-23T18:16:23.000Z",45.701872,5.883524,0,1.75,3,0,""
"2026-05-23T18:21:26.000Z",45.701872,5.883524,0,2.25,4.25,0,""
"2026-05-23T18:26:26.000Z",45.701872,5.883524,1.75,4,5.75,22.5,""
"2026-05-23T18:31:30.000Z",45.701872,5.883524,3.75,5,6.75,22.5,""
"2026-05-23T18:36:30.000Z",45.701872,5.883524,2.75,4,5.5,0,""
"2026-05-23T18:41:32.000Z",45.701872,5.883524,2.25,4,5.5,0,""
"2026-05-23T18:46:32.000Z",45.701872,5.883524,3.75,6.25,8.75,22.5,""
"2026-05-23T18:51:36.000Z",45.701872,5.883524,3,5,7.5,22.5,""
"2026-05-23T18:56:36.000Z",45.701872,5.883524,3.5,6.25,9.25,22.5,""
"2026-05-23T19:01:39.000Z",45.701872,5.883524,3.75,7.25,10,45,""
"2026-05-23T19:06:39.000Z",45.701872,5.883524,4.75,7.5,10.5,22.5,""
"2026-05-23T19:11:42.000Z",45.701872,5.883524,5,8.25,13,22.5,""
"2026-05-23T19:16:42.000Z",45.701872,5.883524,6.5,9.75,14,0,""
"2026-05-23T19:21:44.000Z",45.701872,5.883524,5.5,8,9.75,22.5,""
"2026-05-23T19:26:44.000Z",45.701872,5.883524,4.75,7.25,9.75,22.5,""
"2026-05-23T19:31:48.000Z",45.701872,5.883524,4.75,7.5,9.5,22.5,""
"2026-05-23T19:36:48.000Z",45.701872,5.883524,3.5,5.25,7,45,""
"2026-05-23T19:41:50.000Z",45.701872,5.883524,4,6,8.75,45,""
"2026-05-23T19:46:50.000Z",45.701872,5.883524,3,6,9.5,45,""
"2026-05-23T19:51:54.000Z",45.701872,5.883524,3.25,5.25,8,45,""
"2026-05-23T19:56:54.000Z",45.701872,5.883524,2.75,5.25,8.5,67.5,""
"2026-05-23T20:01:57.000Z",45.701872,5.883524,3.25,6.25,9.75,45,""
"2026-05-23T20:06:57.000Z",45.701872,5.883524,2.5,6,9.5,45,""
"2026-05-23T20:12:00.000Z",45.701872,5.883524,4.25,7,9,45,""
"2026-05-23T20:17:00.000Z",45.701872,5.883524,4,7,9.75,45,""
"2026-05-23T20:22:03.000Z",45.701872,5.883524,2,4,7.75,45,""
"2026-05-23T20:27:03.000Z",45.701872,5.883524,2.25,4.25,6,67.5,""
"2026-05-23T20:32:06.000Z",45.701872,5.883524,1.5,4.75,8,45,""
"2026-05-23T20:37:06.000Z",45.701872,5.883524,1.5,3.5,8.25,45,""
"2026-05-23T20:42:08.000Z",45.701872,5.883524,1.5,2.5,4,90,""
"2026-05-23T20:47:08.000Z",45.701872,5.883524,1.5,2.75,4.5,90,""
"2026-05-23T20:52:11.000Z",45.701872,5.883524,2,3.25,4.75,90,""
"2026-05-23T20:57:11.000Z",45.701872,5.883524,2.75,4.25,5.5,90,""
"2026-05-23T21:02:15.000Z",45.701872,5.883524,0.5,3.25,5.25,90,""
"2026-05-23T21:07:15.000Z",45.701872,5.883524,1,1.75,3,90,""
"2026-05-23T21:12:18.000Z",45.701872,5.883524,0,1.25,2.25,90,""
"2026-05-23T21:17:18.000Z",45.701872,5.883524,1,2.25,5,90,""
"2026-05-23T21:22:21.000Z",45.701872,5.883524,0,1.25,4.75,90,""
"2026-05-23T21:27:21.000Z",45.701872,5.883524,0,3,5.5,90,""
"2026-05-23T21:32:24.000Z",45.701872,5.883524,1,2.75,4.75,45,""
"2026-05-23T21:37:24.000Z",45.701872,5.883524,1.25,3,4.25,45,""
"2026-05-23T21:42:27.000Z",45.701872,5.883524,0,1,2.5,67.5,""
"2026-05-23T21:47:27.000Z",45.701872,5.883524,0.75,2.5,4.75,112.5,""
"2026-05-23T21:52:30.000Z",45.701872,5.883524,3,4.25,6,135,""
"2026-05-23T21:57:30.000Z",45.701872,5.883524,2.25,3.5,5.25,157.5,""
"2026-05-23T22:02:33.000Z",45.701872,5.883524,0.5,3.5,4.75,180,""
"2026-05-23T22:07:33.000Z",45.701872,5.883524,0,0.5,3,112.5,""
"2026-05-23T22:12:36.000Z",45.701872,5.883524,0,2.75,6,112.5,""
"2026-05-23T22:17:36.000Z",45.701872,5.883524,1.25,3.25,5.5,112.5,""
"2026-05-23T22:22:39.000Z",45.701872,5.883524,0,1.75,3.25,112.5,""
"2026-05-23T22:27:39.000Z",45.701872,5.883524,2.75,5,7.5,90,""
"2026-05-23T22:32:42.000Z",45.701872,5.883524,1.25,2.75,5.5,112.5,""
"2026-05-23T22:37:42.000Z",45.701872,5.883524,1,2.5,4.25,112.5,""
"2026-05-23T22:42:45.000Z",45.701872,5.883524,1.25,2,3.25,112.5,""
"2026-05-23T22:47:45.000Z",45.701872,5.883524,0,1.25,2.75,135,""
"2026-05-23T22:52:48.000Z",45.701872,5.883524,0,1.5,3.25,180,""
"2026-05-23T22:57:48.000Z",45.701872,5.883524,0,2.5,5.25,135,""
"2026-05-23T23:02:51.000Z",45.701872,5.883524,1.5,3.5,4.75,157.5,""
"2026-05-23T23:07:51.000Z",45.701872,5.883524,0,1.75,3.75,135,""
"2026-05-23T23:12:54.000Z",45.701872,5.883524,3,4.25,5.75,112.5,""
"2026-05-23T23:17:54.000Z",45.701872,5.883524,2.25,4.25,6.5,157.5,""
"2026-05-23T23:22:58.000Z",45.701872,5.883524,2.75,5,7.5,157.5,""
"2026-05-23T23:27:58.000Z",45.701872,5.883524,1.75,4.5,6.25,157.5,""
"2026-05-23T23:33:00.000Z",45.701872,5.883524,1.5,3.75,6,157.5,""
"2026-05-23T23:38:00.000Z",45.701872,5.883524,0,2,4.5,135,""
"2026-05-23T23:43:04.000Z",45.701872,5.883524,1.5,3.25,5,135,""
"2026-05-23T23:48:04.000Z",45.701872,5.883524,1,4,6.5,135,""
"2026-05-23T23:53:06.000Z",45.701872,5.883524,3.25,5,7.75,112.5,""
"2026-05-23T23:58:06.000Z",45.701872,5.883524,1.5,5,8.5,135,""
"2026-05-24T00:03:10.000Z",45.701872,5.883524,2.5,4.75,7.75,112.5,""
"2026-05-24T00:08:10.000Z",45.701872,5.883524,4,5.75,8,112.5,""
"2026-05-24T00:13:13.000Z",45.701872,5.883524,4.5,6.5,9,112.5,""
"2026-05-24T00:18:13.000Z",45.701872,5.883524,1.75,4.5,7.5,112.5,""
"2026-05-24T00:23:16.000Z",45.701872,5.883524,0,3,7.25,112.5,""
"2026-05-24T00:28:16.000Z",45.701872,5.883524,0,1.25,4.25,112.5,""
"2026-05-24T00:33:19.000Z",45.701872,5.883524,0,2,4,112.5,""
"2026-05-24T00:38:19.000Z",45.701872,5.883524,0,1.25,4.5,157.5,""
"2026-05-24T00:43:21.000Z",45.701872,5.883524,2.5,5,11,180,""
"2026-05-24T00:48:21.000Z",45.701872,5.883524,1.5,7.5,12,157.5,""
"2026-05-24T00:53:25.000Z",45.701872,5.883524,0,4,14,157.5,""
"2026-05-24T00:58:25.000Z",45.701872,5.883524,0,7.5,15,135,""
"2026-05-24T01:03:28.000Z",45.701872,5.883524,1.5,6.75,12.5,135,""
"2026-05-24T01:08:28.000Z",45.701872,5.883524,3.75,8,12.5,157.5,""
"2026-05-24T01:13:31.000Z",45.701872,5.883524,1.5,5,11,112.5,""
"2026-05-24T01:18:31.000Z",45.701872,5.883524,0,4.25,8,112.5,""
"2026-05-24T01:23:34.000Z",45.701872,5.883524,3.5,7,10.5,112.5,""
"2026-05-24T01:28:34.000Z",45.701872,5.883524,2.25,6.75,10.5,112.5,""
"2026-05-24T01:33:37.000Z",45.701872,5.883524,2,6.75,11.5,112.5,""
"2026-05-24T01:38:37.000Z",45.701872,5.883524,2,6.5,10,135,""
"2026-05-24T01:43:40.000Z",45.701872,5.883524,1.75,6.25,11.5,135,""
"2026-05-24T01:48:40.000Z",45.701872,5.883524,0.5,4.75,9.25,135,""
"2026-05-24T01:53:43.000Z",45.701872,5.883524,1.75,5.5,9.5,135,""
"2026-05-24T01:58:43.000Z",45.701872,5.883524,2,4.75,9,135,""
"2026-05-24T02:03:46.000Z",45.701872,5.883524,2,5.5,9.25,135,""
"2026-05-24T02:08:46.000Z",45.701872,5.883524,2,4.5,8.25,135,""
"2026-05-24T02:13:49.000Z",45.701872,5.883524,2,5.5,8.5,135,""
"2026-05-24T02:18:49.000Z",45.701872,5.883524,1.75,6,13,135,""
"2026-05-24T02:23:52.000Z",45.701872,5.883524,2.75,6,9.5,112.5,""
"2026-05-24T02:28:52.000Z",45.701872,5.883524,2.5,5.25,9.25,112.5,""
"2026-05-24T02:33:56.000Z",45.701872,5.883524,2,5.75,11.5,135,""
"2026-05-24T02:38:56.000Z",45.701872,5.883524,1.5,5.75,9.75,135,""
"2026-05-24T02:43:58.000Z",45.701872,5.883524,2.75,5.5,8.25,135,""
"2026-05-24T02:48:58.000Z",45.701872,5.883524,3,5.25,8,135,""
"2026-05-24T02:54:01.000Z",45.701872,5.883524,4.75,7,11.5,135,""
"2026-05-24T02:59:01.000Z",45.701872,5.883524,1.75,5.75,9.75,112.5,""
"2026-05-24T03:04:04.000Z",45.701872,5.883524,2.75,7.5,13,112.5,""
"2026-05-24T03:09:04.000Z",45.701872,5.883524,3.75,7.5,12.5,112.5,""
"2026-05-24T03:14:07.000Z",45.701872,5.883524,3.75,8.25,13.5,112.5,""
"2026-05-24T03:19:07.000Z",45.701872,5.883524,3.5,7.5,11,112.5,""
"2026-05-24T03:24:11.000Z",45.701872,5.883524,1.5,8.25,17,112.5,""
"2026-05-24T03:29:11.000Z",45.701872,5.883524,6.5,11.5,16,112.5,""
"2026-05-24T03:34:14.000Z",45.701872,5.883524,3.5,9,15.5,112.5,""
"2026-05-24T03:39:14.000Z",45.701872,5.883524,8,11,15,112.5,""
"2026-05-24T03:44:16.000Z",45.701872,5.883524,5.5,11,17,112.5,""
"2026-05-24T03:49:16.000Z",45.701872,5.883524,5,10,15,112.5,""
"2026-05-24T03:54:19.000Z",45.701872,5.883524,5.25,10.5,16,112.5,""
"2026-05-24T03:59:19.000Z",45.701872,5.883524,3,9,13,112.5,""
"2026-05-24T04:04:22.000Z",45.701872,5.883524,4.5,9.5,17,112.5,""
"2026-05-24T04:09:22.000Z",45.701872,5.883524,4.25,9.75,15.5,112.5,""
"2026-05-24T04:14:26.000Z",45.701872,5.883524,3.75,9,14,112.5,""
"2026-05-24T04:19:26.000Z",45.701872,5.883524,3,6.5,12.5,135,""
"2026-05-24T04:24:28.000Z",45.701872,5.883524,2,6.25,10.5,135,""
"2026-05-24T04:29:28.000Z",45.701872,5.883524,3.75,6.5,9.5,135,""
"2026-05-24T04:34:31.000Z",45.701872,5.883524,2.25,5.5,13.5,135,""
"2026-05-24T04:39:31.000Z",45.701872,5.883524,2,7.25,14,135,""
"2026-05-24T04:44:34.000Z",45.701872,5.883524,3,9.5,17,112.5,""
"2026-05-24T04:49:34.000Z",45.701872,5.883524,3.75,10,17.5,112.5,""
"2026-05-24T04:54:38.000Z",45.701872,5.883524,3.25,11.5,18.5,90,""
"2026-05-24T04:59:38.000Z",45.701872,5.883524,4.75,12.5,18.5,112.5,""
"2026-05-24T05:04:41.000Z",45.701872,5.883524,2.75,10,17,112.5,""
"2026-05-24T05:09:41.000Z",45.701872,5.883524,2.5,8.75,16,135,""
"2026-05-24T05:14:44.000Z",45.701872,5.883524,0.25,5.75,15,135,""
"2026-05-24T05:19:44.000Z",45.701872,5.883524,1,6.5,13.5,135,""
"2026-05-24T05:24:47.000Z",45.701872,5.883524,0.75,7.5,17,135,""
"2026-05-24T05:29:47.000Z",45.701872,5.883524,3,8.25,16,112.5,""
"2026-05-24T05:34:50.000Z",45.701872,5.883524,1.75,7.25,14.5,112.5,""
"2026-05-24T05:34:50.000Z",45.701872,5.883524,1.75,7.25,14.5,112.5,""
"2026-05-24T05:39:50.000Z",45.701872,5.883524,1.75,6.5,16.5,112.5,""
"2026-05-24T05:39:50.000Z",45.701872,5.883524,1.75,6.5,16.5,112.5,""
"2026-05-24T05:44:52.000Z",45.701872,5.883524,2.25,7.25,15,112.5,""
"2026-05-24T05:49:52.000Z",45.701872,5.883524,1.75,6,15.5,135,""
"2026-05-24T05:54:56.000Z",45.701872,5.883524,1.25,5.25,12,135,""
"2026-05-24T05:59:56.000Z",45.701872,5.883524,3.5,7.5,16,157.5,""
"2026-05-24T06:04:59.000Z",45.701872,5.883524,0.75,7.25,11,157.5,""
"2026-05-24T06:09:59.000Z",45.701872,5.883524,1,6,9.75,157.5,""
"2026-05-24T06:15:02.000Z",45.701872,5.883524,2.25,5.5,9.5,157.5,""
"2026-05-24T06:20:02.000Z",45.701872,5.883524,1.5,7,13.5,157.5,""
"2026-05-24T06:25:05.000Z",45.701872,5.883524,1,5.5,12.5,135,""
"2026-05-24T06:30:05.000Z",45.701872,5.883524,2.5,6.5,12,157.5,""
"2026-05-24T06:35:08.000Z",45.701872,5.883524,1.75,7,12,157.5,""
"2026-05-24T06:40:08.000Z",45.701872,5.883524,0.25,5,12,180,""
"2026-05-24T06:45:11.000Z",45.701872,5.883524,0,4.75,11.5,180,""
"2026-05-24T06:50:11.000Z",45.701872,5.883524,0.75,4.75,10,180,""
"2026-05-24T06:55:14.000Z",45.701872,5.883524,0,4,8.5,202.5,""
"2026-05-24T07:00:14.000Z",45.701872,5.883524,1.5,6.5,10,202.5,""
"2026-05-24T07:05:17.000Z",45.701872,5.883524,2.5,6.75,10.5,202.5,""
"2026-05-24T07:10:17.000Z",45.701872,5.883524,0.75,4.25,8.5,202.5,""
"2026-05-24T07:15:20.000Z",45.701872,5.883524,1,5,9,180,""
"2026-05-24T07:20:20.000Z",45.701872,5.883524,0,4,9,180,""
"2026-05-24T07:25:23.000Z",45.701872,5.883524,1,4,7.75,180,""
"2026-05-24T07:30:23.000Z",45.701872,5.883524,0,3.25,6,180,""
"2026-05-24T07:35:27.000Z",45.701872,5.883524,0.25,4.25,7.25,180,""
"2026-05-24T07:40:27.000Z",45.701872,5.883524,0,3.5,7.5,180,""
"2026-05-24T07:45:29.000Z",45.701872,5.883524,0,3.25,7.25,180,""
"2026-05-24T07:50:29.000Z",45.701872,5.883524,0,2.75,7.75,180,""
"2026-05-24T07:55:33.000Z",45.701872,5.883524,0.25,3.5,7.25,180,""
"2026-05-24T08:00:33.000Z",45.701872,5.883524,1.5,4.25,8,180,""
"2026-05-24T08:05:35.000Z",45.701872,5.883524,0.25,4.25,8.25,180,""
"2026-05-24T08:10:35.000Z",45.701872,5.883524,1.5,5.5,10.5,202.5,""
"2026-05-24T08:15:38.000Z",45.701872,5.883524,0.75,5.25,10,202.5,""
"2026-05-24T08:20:38.000Z",45.701872,5.883524,0,3.75,8.75,180,""
"2026-05-24T08:25:41.000Z",45.701872,5.883524,1.75,7.75,10.5,180,""
"2026-05-24T08:30:41.000Z",45.701872,5.883524,1.25,5.25,9,180,""
"2026-05-24T08:35:44.000Z",45.701872,5.883524,4.75,8.75,10,180,""
"2026-05-24T08:40:44.000Z",45.701872,5.883524,1.5,5.25,9.75,180,""
"2026-05-24T08:45:47.000Z",45.701872,5.883524,1.5,5.5,8.75,180,""
"2026-05-24T08:50:47.000Z",45.701872,5.883524,0,5,9.5,180,""
"2026-05-24T08:55:51.000Z",45.701872,5.883524,0.25,4.75,8.25,180,""
"2026-05-24T09:00:51.000Z",45.701872,5.883524,0,4.25,8,180,""
"2026-05-24T09:05:54.000Z",45.701872,5.883524,0,2.25,6,180,""
"2026-05-24T09:10:54.000Z",45.701872,5.883524,0,2,4.5,180,""
"2026-05-24T09:15:56.000Z",45.701872,5.883524,0,3,6.75,180,""
"2026-05-24T09:20:56.000Z",45.701872,5.883524,0,4.25,7.25,180,""
"2026-05-24T09:26:00.000Z",45.701872,5.883524,0.25,3.75,7.25,180,""
"2026-05-24T09:31:00.000Z",45.701872,5.883524,0.5,3.5,7.25,180,""
"2026-05-24T09:36:02.000Z",45.701872,5.883524,0,2.25,5,180,""
"2026-05-24T09:41:02.000Z",45.701872,5.883524,0.25,2.75,5.25,180,""
"2026-05-24T09:46:05.000Z",45.701872,5.883524,0,1.25,4.25,180,""
"2026-05-24T09:51:05.000Z",45.701872,5.883524,0.5,2.25,4.75,180,""
"2026-05-24T09:56:08.000Z",45.701872,5.883524,1.5,3.5,5,180,""
"2026-05-24T10:01:08.000Z",45.701872,5.883524,1.5,3.5,4.75,202.5,""
"2026-05-24T10:06:12.000Z",45.701872,5.883524,2.25,3.75,4.5,202.5,""
"2026-05-24T10:11:12.000Z",45.701872,5.883524,0,2,4.25,180,""
"2026-05-24T10:16:14.000Z",45.701872,5.883524,0.25,2.25,4.5,180,""
"2026-05-24T10:21:14.000Z",45.701872,5.883524,1.75,2.5,3.25,202.5,""
"2026-05-24T10:26:18.000Z",45.701872,5.883524,0,2,3.25,202.5,""
"2026-05-24T10:31:18.000Z",45.701872,5.883524,1.5,2.5,3.75,202.5,""
"2026-05-24T10:36:20.000Z",45.701872,5.883524,1.5,3,3.75,202.5,""
"2026-05-24T10:41:20.000Z",45.701872,5.883524,0.75,2.5,4.25,225,""
"2026-05-24T10:46:24.000Z",45.701872,5.883524,0,1,2,270,""
"2026-05-24T10:51:24.000Z",45.701872,5.883524,1.25,2,2.5,270,""
"2026-05-24T10:56:27.000Z",45.701872,5.883524,1,1.25,1.5,270,""
"2026-05-24T11:01:27.000Z",45.701872,5.883524,0,0.5,1.5,270,""
"2026-05-24T11:06:30.000Z",45.701872,5.883524,0,0,0,292.5,""
"2026-05-24T11:11:30.000Z",45.701872,5.883524,0,0.75,2.25,315,""
"2026-05-24T11:16:33.000Z",45.701872,5.883524,0,1.25,2.25,270,""
"2026-05-24T11:21:33.000Z",45.701872,5.883524,0,1,1.5,315,""
"2026-05-24T11:26:36.000Z",45.701872,5.883524,0,0.75,3.25,337.5,""
"2026-05-24T11:31:36.000Z",45.701872,5.883524,3,4.25,5.25,0,""
"2026-05-24T11:36:42.000Z",45.701872,5.883524,3,4.75,5.75,0,""
"2026-05-24T11:41:42.000Z",45.701872,5.883524,3.25,4.75,5.75,337.5,""
"2026-05-24T11:46:45.000Z",45.701872,5.883524,4.75,5.75,7,337.5,""
"2026-05-24T11:51:45.000Z",45.701872,5.883524,5.25,7,8,0,""
"2026-05-24T11:56:48.000Z",45.701872,5.883524,6.25,7.25,8.25,0,""
"2026-05-24T12:01:48.000Z",45.701872,5.883524,6.25,7.25,8,0,""
"2026-05-24T12:06:51.000Z",45.701872,5.883524,7.5,9.75,11,337.5,""
"2026-05-24T12:11:51.000Z",45.701872,5.883524,8.75,9.5,10,337.5,""
"2026-05-24T12:16:54.000Z",45.701872,5.883524,9.25,10,11,337.5,""
"2026-05-24T12:21:54.000Z",45.701872,5.883524,10,11.5,12.5,337.5,""
"2026-05-24T12:26:57.000Z",45.701872,5.883524,10,11,11.5,337.5,""
"2026-05-24T12:31:57.000Z",45.701872,5.883524,7,9,11.5,0,""
"2026-05-24T12:37:00.000Z",45.701872,5.883524,6.75,7.75,8.5,315,""
"2026-05-24T12:42:00.000Z",45.701872,5.883524,6.25,8.75,12.5,337.5,""
"2026-05-24T12:47:03.000Z",45.701872,5.883524,11.5,12.5,13,337.5,""
"2026-05-24T12:52:03.000Z",45.701872,5.883524,12,13,14,337.5,""
"2026-05-24T12:57:06.000Z",45.701872,5.883524,11.5,12.5,13.5,337.5,""
"2026-05-24T13:02:06.000Z",45.701872,5.883524,9.25,10.5,12,0,""
"2026-05-24T13:07:09.000Z",45.701872,5.883524,10.5,11.5,12,337.5,""
"2026-05-24T13:12:09.000Z",45.701872,5.883524,7.75,9.75,11,337.5,""
"2026-05-24T13:17:12.000Z",45.701872,5.883524,9,9.25,9.5,337.5,""
"2026-05-24T13:22:12.000Z",45.701872,5.883524,9,9.5,10,337.5,""
"2026-05-24T13:27:15.000Z",45.701872,5.883524,9,9.75,11,315,""
"2026-05-24T13:32:15.000Z",45.701872,5.883524,3,6.5,9.75,337.5,""
"2026-05-24T13:37:18.000Z",45.701872,5.883524,5.75,8.75,10,337.5,""
"2026-05-24T13:42:18.000Z",45.701872,5.883524,7.5,9,10,337.5,""
"2026-05-24T13:47:22.000Z",45.701872,5.883524,3,6.75,7.75,0,""
"2026-05-24T13:52:22.000Z",45.701872,5.883524,2.75,6,8,22.5,""
"2026-05-24T13:57:24.000Z",45.701872,5.883524,5.25,6.75,8,0,""
"2026-05-24T14:02:24.000Z",45.701872,5.883524,1.25,3.75,6.5,292.5,""
"2026-05-24T14:07:28.000Z",45.701872,5.883524,1.25,4.75,7.25,292.5,""
"2026-05-24T14:12:28.000Z",45.701872,5.883524,0,3.75,6,315,""
